Batch_ID,Brew_Date,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging,Temperature_is_outlier,pH_Level_is_outlier,Fermentation_Time_is_outlier,Gravity_is_outlier,Brewhouse_Efficiency_is_outlier,Brew_Month,Brew_DayOfWeek,Brew_WeekOfYear,Ratio_Malt,Ratio_Hops,Ratio_Yeast,Temperature_rolling_mean,Temperature_rolling_std,pH_Level_rolling_mean,pH_Level_rolling_std,Fermentation_Time_rolling_mean,Fermentation_Time_rolling_std,Brewhouse_Efficiency_rolling_mean,Brewhouse_Efficiency_rolling_std,Beer_Style_IPA,Beer_Style_Lager,Beer_Style_Pilsner,Beer_Style_Porter,Beer_Style_Sour,Beer_Style_Stout,Beer_Style_Wheat Beer,SKU_Cans,SKU_Kegs,SKU_Pints,Location_HSR Layout,Location_Indiranagar,Location_Jayanagar,Location_Koramangala,Location_Malleswaram,Location_Marathahalli,Location_Rajajinagar,Location_Whitefield,Location_Yelahanka,Quality_Label
174131,2020-01-01,1.7659923958345296,-1.0156800724696373,0.9286421364631104,-0.7861706599043237,-0.5111187097231431,-1.6381981422088931,-0.9447403349013358,2.111497777798341,-0.21299609851010493,9.8,1.0837161248514837,-1.0835986418467243,-0.7009827107647003,0.46697280761629784,False,False,False,False,False,-1.6595886196466696,-0.4028125841698214,-1.7851329254719623,0.0,0.42469838529786497,-1.4742213040756875,0.0,3.354325699744155e-16,0.0,-3.481801491118122e-16,0.0,-4.555926216756315e-16,0.0,0.0,-0.3449665482127166,2.664061227190963,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,1.6617130686675858,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,2.9252994802550263,-0.33237958793552663,OK
174132,2020-01-01,1.9463977868931472,-1.2403638002932462,-0.235455149074847,-0.7305809091797367,-0.6213192303476223,-0.5827755247585371,-0.4236583904855565,-1.9639989104104698,-0.9658475643090986,9.7,0.2745094869248963,0.10521958961101037,-0.23573576133867516,-0.9255854882420225,False,False,False,False,False,-1.6595886196466696,-0.4028125841698214,-1.7851329254719623,0.0,-0.6187658593743723,-1.067017725296727,0.0,3.354325699744155e-16,0.0,-3.481801491118122e-16,0.0,-4.555926216756315e-16,0.0,0.0,-0.3449665482127166,2.664061227190963,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,3.008608339071577,Warning
174133,2020-01-01,-1.120493861103352,0.13270342529547685,0.5095671136694464,0.7703423603841046,1.3622901408930088,1.264214055779586,0.6185054983460021,-1.4051862126377532,-1.5467847477602887,9.8,2.562932458512021,0.10521958961101037,-0.9801308804203152,-1.273725062206603,False,False,False,False,False,-1.6595886196466696,-0.4028125841698214,-1.7851329254719623,0.0,2.2134942333074146,-0.6598141465177667,0.0,3.354325699744155e-16,0.0,-3.481801491118122e-16,0.0,-4.555926216756315e-16,0.0,0.0,2.898831800303635,-0.37536674825391264,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,1.8129436576690277,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,3.008608339071577,OK
174134,2020-01-02,-0.5792776879274992,0.43228172906028894,1.1148977021491837,-0.8973501613534975,-0.9519207922210606,-0.7586792943335964,-1.7263632515250047,-0.6680510955386781,0.4629293932698622,9.9,-0.6231605342642029,-1.0835986418467243,1.4391532565950151,-1.7379111608260431,False,False,False,False,False,-1.6595886196466696,0.19171839449095285,-1.7851329254719623,0.0,1.170029988635177,-1.3384867778160343,0.0,3.354325699744155e-16,0.0,-3.481801491118122e-16,0.0,-4.555926216756315e-16,0.0,0.0,-0.3449665482127166,-0.37536674825391264,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,2.7988092706244445,1.7541160386140586,-0.5515891217963933,-0.6017886113165324,-0.30628194591584434,2.847696437473629,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,OK
174135,2020-01-02,1.044370831600059,-2.4386770153524955,0.0206462537435044,-1.2308886657010192,-1.392722874718979,-1.2863906030587744,-0.16311741827766685,-0.9448655487952928,-0.8664681621756957,9.8,-0.9534202765454627,-0.7269531724094039,-0.42183454110908536,1.3953450048551785,False,False,False,False,False,-1.6595886196466696,0.19171839449095285,-1.7851329254719623,0.0,-0.32063321803944717,-1.4742213040756875,0.0,3.354325699744155e-16,0.0,-3.481801491118122e-16,0.0,-4.555926216756315e-16,0.0,0.0,-0.3449665482127166,-0.37536674825391264,2.2808173227101,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,2.752004616959191,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,OK
174136,2020-01-03,1.2247762226586767,-2.2139932875288864,0.6026948965124831,-0.8139655352666202,-1.0621213128455407,-0.8466311791211261,-0.9447403349013358,-1.282848738913856,-0.7779341697603795,9.2,-1.1105416266795545,0.6996287053398778,0.6947581375133751,-0.3453528649677222,False,False,False,False,False,-1.6595886196466696,0.7862493731517272,-1.7851329254719623,0.0,-0.9168985007092976,-0.25261056773880636,-1.8966436347266282,0.7517838756305192,0.6494496028211003,-0.7283379078307144,1.1941056932131677,1.1287881130637059,1.6600134840329286,1.5650100569692111,-0.3449665482127166,-0.37536674825391264,2.2808173227101,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,1.8129436576690277,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,3.008608339071577,Reject
174137,2020-01-03,-0.7596830789861169,0.2575277185308153,-2.0980108059355786,-0.28586290338304116,-0.1805171478497038,-0.6707274095460668,-0.4236583904855565,-0.2896343335961149,-1.1171278844528494,9.3,0.5165949717603543,0.8185105284856513,1.1600050869394003,0.3509262829614377,False,True,False,False,False,-1.6595886196466696,0.7862493731517272,-1.7851329254719623,0.0,-1.3640974627116849,-1.067017725296727,-2.897366554706109,0.6294507249186749,0.6895330913881684,-0.7046692619016852,2.220943662863402,0.06956880873487695,-0.037803821872289575,0.8212998880453916,-0.3449665482127166,-0.37536674825391264,-0.43843932174795386,-0.36939442566909375,2.7071334338320727,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,1.6617130686675858,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,3.008608339071577,Reject
174138,2020-01-03,1.4051816137172943,-1.4650475281168556,0.4862851679586857,-1.508837419323954,-1.282522354094499,-1.0225349486961854,-1.2052813071092254,-0.11960598028493583,0.19915384639705103,10.0,1.0529861379474303,0.4618650590483306,1.0669556970541956,-1.3897715868614628,False,False,False,False,False,-1.6595886196466696,0.7862493731517272,-1.7851329254719623,0.0,0.42469838529786497,-0.11687604147915316,-1.7688917726015878,0.6697780931610963,1.0102009999247137,-0.9264745328912536,1.3520807654670508,1.319924653590011,1.089323479414729,1.3727407030694196,-0.3449665482127166,2.664061227190963,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,-0.6017886113165324,3.264965543462901,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,OK
174139,2020-01-03,1.9463977868931472,-1.09057464841084,-0.6312482261577523,-0.31365777874533773,0.03988389339925445,-1.2863906030587744,-1.7263632515250047,-1.4393992349503686,-1.049755412299795,9.5,1.5400101027719058,-1.0835986418467243,1.9044002060210403,0.583019332271158,False,False,False,False,False,-1.6595886196466696,0.7862493731517272,-1.7851329254719623,0.0,-0.9168985007092976,0.01885848478050042,-1.9605195657891479,0.7771162173567451,0.8198044292311387,-1.0810783697237274,1.1941056932131677,1.1287881130637059,1.0751206016031598,1.3632383244769113,-0.3449665482127166,-0.37536674825391264,2.2808173227101,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,1.8129436576690277,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,2.752004616959191,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,Warning
174140,2020-01-06,1.044370831600059,-1.1405043657049758,0.3000296022726124,-0.31365777874533773,0.2602849346482137,-0.7586792943335964,-0.6841993626934462,1.1784153510906508,0.36588308617936094,10.0,2.6184020680529034,-1.0835986418467243,2.462696545332271,0.46697280761629784,False,False,False,False,False,-1.6595886196466696,-1.59187454149137,-1.7170667060115206,0.0,0.8718973473002519,-1.609955830335341,-2.9718884742790483,0.4239853127353593,-0.6933472641756804,0.4959341276866742,2.1419561267364613,0.28512647117320794,0.488971807342021,0.7196819690801912,-0.3449665482127166,2.664061227190963,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,2.9252994802550263,-0.33237958793552663,OK
174141,2020-01-07,-0.03806151475164644,0.8566843260604395,0.3465934936941317,0.0754704763267709,0.2602849346482137,-0.14301610082088875,0.6185054983460021,0.7948147978886004,0.9165945010150442,9.0,0.6507635844426033,-1.0835986418467243,-0.04963698156826495,1.047205430890598,False,False,False,False,False,-1.6595886196466696,-0.9973435628305957,-1.7170667060115206,0.0,0.8718973473002519,0.2903275372998072,-2.418297071737208,-0.10430739053038415,-0.5730967984744804,0.5727172031152492,2.1419561267364613,0.28512647117320794,2.1398074059173022,1.25733996753792,-0.3449665482127166,-0.37536674825391264,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,1.8129436576690277,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,-0.30628194591584434,3.008608339071577,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,Reject
174142,2020-01-08,-0.9400884700447344,0.6819303155309658,-0.07248152909953227,-0.1468885265715769,-0.07031662722522466,-0.14301610082088875,-0.16311741827766685,0.700469796965934,0.6533534766632564,10.0,0.33484266363433224,-0.6080713492636306,-1.0731802703055202,0.23487975830657803,False,False,False,False,False,-1.6595886196466696,-0.4028125841698214,-1.7170667060115206,0.0,-0.4696995387069097,-1.2027522515563807,-1.4282201402681471,0.880799835155977,-0.6332220313250804,0.5141315797885085,1.5100558377209323,0.42612598987197003,1.9539069758805818,1.2639944634847646,-0.3449665482127166,-0.37536674825391264,-0.43843932174795386,-0.36939442566909375,-0.36939442566909375,-0.3663894719232346,-0.35729480050524826,-0.570087712549569,-0.5515891217963933,-0.6017886113165324,-0.30628194591584434,2.847696437473629,-0.30628194591584434,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,OK
174143,2020-01-09,-0.03806151475164644,0.6569654568838978,-2.284266371621652,-0.4248372801945116,-0.1805171478497038,-0.055064216033359085,0.0974235539302228,0.358339573839781,-0.6182425196522562,10.0,1.0435485964176026,2.3639742293807067,0.41560996785776017,0.3509262829614377,False,True,False,False,False,-1.6595886196466696,0.19171839449095285,-1.7170667060115206,0.0,1.3190963093026398,-0.6598141465177667,-0.672354956028326,1.1808676238623703,-0.3927210999226715,0.4760271624578401,0.2462552596898756,0.21200478480465382,1.3968990626004414,1.1252138648084913,-0.3449665482127166,-0.37536674825391264,-0.43843932174795386,-0.36939442566909375,2.7071334338320727,-0.3663894719232346,-0.35729480050524826,1.7541160386140586,-0.5515891217963933,-0.6017886113165324,-0.30628194591584434,-0.35116102504491764,3.264965543462901,-0.33237958793552663,-0.31622776601683794,-0.36337148340432046,-0.3291884247834465,-0.341845341562369,-0.33237958793552663,OK
